codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
290130;Andaraí;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
410110;Andirá;PR;41011011;Prefeitura Municipal de Andirá;PMA;Local;Administração pública direta;AE
290135;Andorinha;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
310260;Andradas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
310260;Andradas;MG;31026011;Prefeitura Municipal de Andradas;PMA;Local;Administração pública direta;E       
350210;Andradina;SP;35021011;Águas de Andradina;AA;Local;Empresa privada;AE
430066;André da Rocha;RS;43006611;Prefeitura Municipal de André da Rocha;PMAR;Local;Administração pública direta;A         
310280;Andrelândia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
310280;Andrelândia;MG;31028011;Prefeitura Municipal de Andrelândia;PMA;Local;Administração pública direta;E       
350220;Angatuba;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
310285;Angelândia;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
500085;Angélica;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
260100;Angelim;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
420090;Angelina;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
290140;Angical;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
220060;Angical do Piauí;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
170105;Angico;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
240080;Angicos;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
330010;Angra dos Reis;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
330010;Angra dos Reis;RJ;33001011;Serviço Autônomo de AE de Angra dos Reis;SAAE;Local;Autarquia;AE
290150;Anguera;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
410115;Ângulo;PR;41011511;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
520120;Anhanguera;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
350230;Anhembi;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
350240;Anhumas;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
520130;Anicuns;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
220070;Anísio de Abreu;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
420100;Anita Garibaldi;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
420110;Anitápolis;SC;42011011;Departamento de A e Esgoto;DAE;Local;Autarquia;A         
430070;Anta Gorda;RS;43007011;Prefeitura Municipal de Anta Gorda;PMAG;Local;Administração pública direta;A         
290160;Antas;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
230080;Antonina do Norte;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
220080;Antônio Almeida;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
220080;Antônio Almeida;PI;22008011;Prefeitura Municipal de Antonio Almeida;PMAA;Local;Administração pública direta;E       
290170;Antônio Cardoso;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
420120;Antônio Carlos;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
310290;Antônio Carlos;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
310290;Antônio Carlos;MG;31029011;Prefeitura Municipal de Antonio Carlos;PMAC;Local;Administração pública direta;E       
310300;Antônio Dias;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
290180;Antônio Gonçalves;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
500090;Antônio João;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
240090;Antônio Martins;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
410130;Antônio Olinto;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
430080;Antônio Prado;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
310310;Antônio Prado de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
310310;Antônio Prado de Minas;MG;31031011;Prefeitura Municipal de Antônio Prado de Minas;PMAPM;Local;Administração pública direta;E       
250077;Aparecida;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
350250;Aparecida;SP;35025011;Serviço Autônomo de AE e Resíduos Sólidos;SAAE;Local;Autarquia;AE
350260;Aparecida D Oeste;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
520140;Aparecida de Goiânia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
520145;Aparecida do Rio Doce;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
170110;Aparecida do Rio Negro;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
500100;Aparecida do Taboado;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
330015;Aperibé;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
330015;Aperibé;RJ;33001511;Prefeitura Municipal de Aperibé;PMA;Local;Administração pública direta;E       
320050;Apiacá;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;A
320050;Apiacá;ES;32005011;Prefeitura Municipal de Apiacá;PMA;Local;Administração pública direta;E       
510080;Apiacás;MT;51008011;Prefeitura Municipal de Apiacás;PMA;Local;Administração pública direta;A         
350270;Apiaí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
420125;Apiúna;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
420125;Apiúna;SC;42012511;Prefeitura Municipal de Apiuna;PMA;Local;Administração pública direta;E       
240100;Apodi;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
290190;Aporá;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
520150;Aporé;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
290195;Apuarema;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
410140;Apucarana;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
230090;Apuiarés;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
280020;Aquidabã;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
500110;Aquidauana;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
230100;Aquiraz;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
420127;Arabutã;SC;42012711;Prefeitura Municipal de Arabutã;PMA;Local;Administração pública direta;A         
250080;Araçagi;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250080;Araçagi;PB;25008011;Serviço Autônomo de Água e E;SAAE;Local;Autarquia;E       
310320;Araçaí;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
310320;Araçaí;MG;31032011;Prefeitura Municipal de Araçaí;PMA;Local;Administração pública direta;E       
280030;Aracaju;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;AE
350275;Araçariguama;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
290205;Araças;BA;29020511;Prefeitura Municipal de Araças;PMA;Local;Administração pública direta;A         
230110;Aracati;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
290200;Aracatu;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
350280;Araçatuba;SP;35028011;Soluções Ambientais de Araçatuba S.A.;SAMAR;Local;Empresa privada;AE
290210;Araci;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
290210;Araci;BA;29021011;Prefeitura Municipal de Araci;PMA;Local;Administração pública direta;E       
230120;Aracoiaba;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
260105;Araçoiaba;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
350290;Araçoiaba da Serra;SP;35029011;Águas de Araçoiaba;CAA;Local;Empresa privada;AE
320060;Aracruz;ES;32006011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
520160;Araçu;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
310340;Araçuaí;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
310340;Araçuaí;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
520170;Aragarças;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
520180;Aragoiânia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
170130;Aragominas;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
170190;Araguacema;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
170200;Araguaçu;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
510100;Araguaiana;MT;51010011;Prefeitura Municipal de Araguaiana;PMA;Local;Administração pública direta;A         
170210;Araguaína;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;AE
210087;Araguanã;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
170215;Araguanã;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
520215;Araguapaz;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
310350;Araguari;MG;31035011;Superintendência de AE;SAE;Local;Autarquia;AE
210090;Araioses;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
500124;Aral Moreira;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
290220;Aramari;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
430085;Arambaré;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
210095;Arame;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
350310;Arandu;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
310360;Arantina;MG;31036011;Prefeitura Municipal de Arantina;PMA;Local;Administração pública direta;AE
350315;Arapeí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
