CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
220285;Coronel José Dias;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,94;1,55;222,97;2,55;2,55;;86,80;-10,86;45,70;77.120,22;60,62;28,16;52,65;0,00;1,58;46,46;86,85;1,06;0,00;2,60;92,98;;7,02;176,09;1,87;398,24;396,10;1,35;744,50;1,35;136,05;0,45;32,75;99,74;1,01;94,16;100,00;100,00;47,37;99,46;0,00;47,62;20,07;9,17;9,12;12,01;150,75;0,02;6,31;62,34;37,66;52,38;41,16;333,54;;;;;;;;;;;;;;;;15,83;21,05;12,50;0,00;15,83;0,00;;;;;;;;;
220290;Corrente;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,44;2,66;427,50;2,74;2,86;2,19;79,68;7,84;59,24;155.198,54;96,81;57,06;74,35;0,00;1,55;58,94;76,80;10,94;4,83;1,60;81,59;13,55;4,86;356,83;14,33;472,69;441,47;1,74;615,91;2,04;78,62;0,31;60,93;98,65;1,06;91,24;0,00;50,66;31,61;52,78;0,00;59,89;20,90;12,08;12,37;13,04;145,34;0,70;6,11;64,63;35,37;40,11;38,74;282,62;14,72;23,83;23,83;19,32;100,00;19,32;5,02;0,08;;;;;;0,00;;51,67;0,00;51,67;40,32;51,67;30,65;;;;;;;;;
220300;Cristalândia do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;5,43;4,61;655,85;2,38;2,38;;43,79;-1,26;69,72;125.122,25;193,88;135,49;159,23;0,00;7,50;69,88;82,13;10,99;0,00;3,87;92,54;;7,46;444,99;3,53;232,28;225,05;3,78;273,00;3,78;49,51;0,42;32,75;87,08;1,03;92,86;0,00;69,63;25,59;50,11;0,00;51,07;19,63;10,02;7,31;11,86;104,06;0,72;5,80;60,43;39,57;48,93;36,99;325,87;;;;;;;;;;;;;;;;33,33;0,00;33,33;20,00;33,33;5,00;;;;;;;;;
220310;Cristino Castro;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,82;2,12;324,60;2,50;2,50;;88,68;-14,58;59,23;147.525,12;84,80;54,84;66,79;0,00;0,96;64,66;78,76;13,36;0,00;1,13;96,08;;3,92;496,45;3,65;577,07;561,88;1,46;702,83;1,46;107,50;0,35;70,14;96,40;1,03;93,60;0,00;78,74;34,07;66,96;0,00;50,89;21,64;11,01;9,40;12,73;107,73;0,48;6,17;58,85;41,15;49,11;44,89;358,85;;;;;;;;;;;;;;;;198,33;0,00;198,33;0,00;198,33;15,13;;;;;;;;;
220320;Curimatá;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,83;3,03;454,96;2,58;2,58;;67,46;-6,45;58,39;123.895,07;117,42;54,94;86,56;0,00;1,25;46,79;73,72;7,62;12,80;1,06;95,64;;4,36;305,40;7,09;369,37;365,35;1,74;582,00;1,74;77,47;0,43;64,10;97,37;1,01;94,69;0,00;72,86;26,46;66,12;0,00;40,01;28,16;10,88;9,87;12,49;132,53;0,24;9,43;45,97;54,03;59,99;43,99;541,93;;;;;;;;;;;;;;;;39,17;0,00;39,17;14,89;39,17;14,89;;;;;;;;;
220327;Curral Novo do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,96;2,19;282,64;2,35;2,35;;79,40;15,51;20,66;;93,40;0,26;26,02;0,00;0,65;0,28;27,86;50,61;15,13;0,69;98,42;;1,58;219,79;;;;;;;72,19;0,30;26,31;92,88;1,01;95,78;0,00;98,86;34,89;86,65;0,00;40,26;19,55;7,87;6,90;10,73;92,37;2,04;9,27;54,90;45,10;59,74;32,70;385,89;;;;;;;;;;;;;;;;20,83;36,00;16,67;0,00;20,83;0,00;;;;;;;;;
220330;Demerval Lobão;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,82;2,07;305,17;2,46;2,46;;87,36;-7,11;53,37;240.326,04;84,35;43,24;61,09;0,00;2,42;51,26;72,43;17,45;0,44;2,87;95,00;;5,00;418,02;3,53;1.087,30;1.069,33;0,66;1.536,20;0,66;101,77;0,35;79,71;97,35;1,02;94,52;13,37;94,41;31,86;74,99;0,00;42,48;24,30;10,32;8,21;12,26;120,78;0,53;6,93;50,45;49,55;57,52;54,08;467,31;;;;;;;;;;;;;;;;211,67;0,00;211,67;0,79;211,67;5,51;;;;;;;;;
220335;Dirceu Arcoverde;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,14;1,79;230,02;2,42;2,42;;76,95;1,28;49,72;69.052,65;74,02;27,42;64,61;0,00;1,81;37,04;87,29;2,51;0,00;2,45;91,21;;8,79;286,54;2,36;343,90;336,69;1,26;810,50;1,26;106,57;0,70;33,02;93,04;1,02;94,45;100,00;95,84;37,10;81,27;0,00;45,66;17,49;7,67;6,54;10,71;88,65;0,04;5,49;63,80;36,20;54,34;42,89;306,46;;;;;;;;;;;;;;;;15,83;0,00;12,50;0,00;15,83;15,79;;;;;;;;;
220340;Dom Expedito Lopes;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,67;2,89;441,23;2,71;2,71;;73,80;0,26;57,56;133.219,87;106,73;70,87;77,99;0,00;0,73;66,41;73,07;21,22;0,00;0,68;97,33;;2,67;110,81;3,30;413,18;410,46;2,21;454,67;2,21;77,32;0,47;53,67;98,72;1,01;93,07;0,00;99,78;69,96;91,26;0,00;76,67;14,27;10,94;10,01;12,73;136,83;1,17;5,20;89,21;10,79;23,33;18,57;110,22;;;;;;;;;;;;;;;;40,00;8,33;40,00;0,00;40,00;0,00;;;;;;;;;
220342;Domingos Mourão;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,29;3,40;524,89;2,93;2,93;;68,18;-13,71;68,66;155.292,70;116,01;80,19;100,71;0,00;0,68;69,13;86,81;7,80;0,00;0,59;93,55;;6,45;196,49;1,26;340,81;335,24;2,38;428,00;2,38;85,09;0,44;21,53;95,85;1,02;88,55;0,00;96,20;24,76;83,93;0,00;29,50;33,96;10,02;8,82;12,88;151,81;0,23;10,42;37,93;62,07;70,50;63,09;800,25;;;;;;;;;;;;;;;;130,00;1,28;130,00;0,00;130,00;5,13;;;;;;;;;
220350;Elesbão Veloso;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,90;2,13;309,26;2,58;2,58;;89,11;-2,72;55,40;216.627,52;82,49;44,86;62,17;0,00;1,47;54,38;75,36;16,28;0,00;1,78;95,81;;4,19;77,79;4,16;929,46;916,84;0,79;1.288,00;0,79;98,62;0,32;68,72;98,51;1,01;94,05;49,55;99,82;47,69;92,96;0,00;51,31;19,80;10,16;9,46;12,10;130,36;0,66;11,44;61,08;38,92;48,69;24,06;321,40;;;;;;;;;;;;;;;;51,67;41,94;51,67;0,00;51,67;3,23;;;;;;;;;
220360;Eliseu Martins;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,82;2,00;297,87;2,73;2,73;;96,64;4,97;52,00;205.517,92;73,53;37,38;53,81;0,00;1,70;50,84;73,19;17,05;0,00;2,32;95,93;;4,07;343,89;1,44;942,72;926,74;0,75;1.357,00;0,75;99,35;0,27;79,00;96,46;1,02;94,88;0,00;78,19;29,33;65,63;0,00;44,68;24,50;10,95;9,20;12,38;128,61;0,64;13,09;50,55;49,45;55,32;26,31;453,20;;;;;;;;;;;;;;;;201,67;0,00;201,67;0,00;201,67;14,05;;;;;;;;;
220370;Esperantina;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,88;2,08;317,56;2,67;2,67;;92,73;-1,98;51,37;164.245,16;77,68;42,20;55,40;0,00;1,16;54,33;71,32;9,99;10,20;1,49;95,96;;4,04;107,65;10,50;725,19;715,95;1,06;952,00;1,06;102,34;0,28;57,88;94,40;1,01;94,75;0,00;99,95;57,58;94,71;0,00;60,80;18,50;10,80;10,23;12,75;118,97;0,51;6,28;71,78;28,22;39,20;30,50;231,85;;;;;;;;;;;;;;;;72,50;0,00;72,50;2,30;72,50;1,15;;;;;;;;;
220380;Flores do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,91;3,13;452,53;2,68;2,68;;68,48;1,23;46,26;162.774,31;116,84;52,05;67,55;0,00;1,12;44,54;57,81;36,57;0,00;0,95;95,39;;4,61;155,55;1,30;622,17;617,93;1,25;807,50;1,25;72,33;0,37;42,91;94,30;1,01;95,36;0,00;99,88;66,81;90,59;0,00;73,75;13,50;9,96;9,07;12,05;139,27;2,80;15,34;89,25;10,75;26,25;6,20;117,31;;;;;;;;;;;;;;;;45,00;22,22;31,67;0,00;45,00;22,22;;;;;;;;;
220390;Floriano;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,83;3,95;672,64;2,91;2,91;;60,23;-5,37;64,06;158.362,20;135,76;83,76;106,36;0,00;3,01;61,70;78,35;9,62;5,73;2,22;95,06;;4,94;174,11;62,85;300,51;293,44;2,68;381,57;2,68;68,34;0,32;85,09;98,24;1,02;92,88;0,00;99,74;47,68;87,94;0,00;54,22;22,71;12,31;10,86;14,20;153,65;0,75;9,53;62,54;37,46;45,78;31,27;350,05;;;;;;;;;;;;;;;;50,08;2,74;50,08;10,33;50,08;15,20;;;;;;;;;
220400;Francinópolis;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,58;2,76;392,16;2,47;2,47;;68,83;-5,52;57,94;138.247,12;111,91;66,22;84,17;0,00;1,25;59,17;75,22;18,80;0,00;1,12;94,97;;5,03;115,81;2,54;468,68;468,49;1,68;595,75;1,68;80,31;0,33;62,24;99,48;1,00;96,56;0,00;95,97;49,12;94,14;0,00;52,18;18,51;9,66;9,48;11,84;116,84;1,00;9,05;63,97;36,03;47,82;23,48;291,20;;;;;;;;;;;;;;;;113,33;0,00;113,33;1,47;113,33;11,76;;;;;;;;;
220410;Francisco Ayres;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,34;3,62;507,11;2,42;2,42;;55,81;-11,07;70,92;117.605,95;149,34;120,82;127,09;0,00;1,69;80,90;85,10;10,11;0,00;1,13;95,91;;4,09;49,93;3,16;272,53;265,72;3,58;286,67;3,58;65,97;0,44;45,45;94,47;1,03;95,70;0,00;99,40;60,27;93,16;0,00;64,69;14,69;9,50;8,90;11,69;133,28;0,66;7,22;79,55;20,45;35,31;21,01;174,87;;;;;;;;;;;;;;;;41,67;0,00;31,67;0,00;41,67;4,00;;;;;;;;;
220420;Francisco Santos;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,04;2,35;331,50;2,14;2,14;;70,32;-17,02;59,20;139.396,98;110,18;71,06;84,18;0,00;0,67;64,49;76,40;17,93;0,00;0,61;97,11;;2,89;75,15;2,37;550,37;549,74;1,54;652,00;1,54;88,58;0,30;44,95;97,05;1,00;96,24;0,00;99,42;46,53;86,48;0,00;53,80;15,86;8,53;7,43;11,74;90,67;1,03;5,62;74,01;25,99;46,20;38,88;241,20;;;;;;;;;;;;;;;;56,67;35,29;56,67;0,00;56,67;8,82;;;;;;;;;
220430;Fronteiras;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,76;2,94;430,31;2,75;2,75;;72,96;-0,08;67,50;122.252,28;106,89;63,74;92,52;0,00;1,04;59,63;86,56;6,56;0,72;0,97;94,09;;5,91;142,09;7,98;328,23;320,15;2,15;476,45;2,15;79,63;0,29;63,61;97,02;1,03;93,82;0,00;93,27;47,30;78,73;0,00;60,08;17,76;10,24;8,66;12,22;121,76;0,45;5,55;71,66;28,34;39,92;34,47;229,41;;;;;;;;;;;;;;;;45,00;46,30;45,00;5,56;45,00;5,56;;;;;;;;;
220440;Gilbués;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,90;3,07;494,26;2,67;2,67;;68,36;15,23;57,56;147.713,84;115,05;62,18;84,21;0,00;0,74;54,04;73,19;21,34;0,00;0,64;95,92;;4,08;526,24;2,71;408,31;403,51;1,83;553,00;1,83;62,57;0,37;35,45;61,54;1,01;90,73;0,00;46,84;20,60;39,94;0,00;51,60;24,34;12,56;10,81;13,41;123,98;0,97;6,64;55,11;44,89;48,40;36,74;391,93;;;;;;;;;;;;;;;;218,33;0,00;218,33;0,00;218,33;23,66;;;;;;;;;
220450;Guadalupe;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,93;3,24;527,31;2,16;2,16;;55,15;-35,18;66,44;147.751,46;149,83;96,35;120,46;0,00;1,52;64,31;80,40;11,04;2,90;1,01;89,94;;10,06;237,44;8,75;348,50;344,90;2,32;435,71;2,32;84,55;0,28;94,54;98,63;1,01;93,11;0,00;96,04;31,29;78,47;0,00;39,87;30,90;11,83;9,68;13,55;121,93;0,57;17,71;45,67;54,33;60,13;25,58;592,56;;;;;;;;;;;;;;;;52,50;0,00;50,00;21,67;52,50;4,76;;;;;;;;;
220455;Guaribas;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;5,83;4,27;499,41;2,86;2,86;;49,10;6,53;49,29;;149,23;4,25;100,39;0,00;1,95;2,85;67,27;27,79;0,00;1,31;98,23;;1,77;404,97;;;;;;;54,44;0,44;34,84;98,77;1,00;96,63;100,00;86,81;40,60;92,48;0,00;43,90;17,49;7,68;8,18;9,74;124,06;1,50;11,04;55,68;44,32;56,10;21,62;322,67;;;;;;;;;;;;;;;;41,67;8,00;35,00;0,00;41,67;4,00;;;;;;;;;
220460;Hugo Napoleão;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,79;4,05;580,37;2,51;2,51;;52,46;8,63;73,04;114.825,03;161,14;131,98;139,23;0,00;1,19;81,91;86,41;9,52;0,00;0,74;97,32;;2,68;176,35;4,75;228,97;225,92;4,20;241,56;4,20;50,22;0,44;81,05;98,66;1,01;95,49;0,00;97,25;71,38;88,51;0,00;80,65;12,27;9,90;9,12;11,96;115,55;0,85;10,57;97,43;2,57;19,35;6,21;79,11;;;;;;;;;;;;;;;;135,00;0,00;135,00;0,00;135,00;3,70;;;;;;;;;
220465;Ilha Grande;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,00;3,20;454,68;2,21;2,21;;55,28;-4,73;65,05;110.448,30;144,64;90,30;117,67;0,00;1,35;62,43;81,35;13,81;0,00;0,93;95,26;;4,74;310,77;7,82;298,60;296,11;2,59;389,08;2,59;64,29;0,32;81,05;97,04;1,01;97,60;0,00;98,47;29,41;89,05;0,00;33,03;30,69;9,73;8,82;11,86;100,44;0,53;11,03;40,24;59,76;66,97;45,96;654,19;;;;;;;;;;;;;;;;203,33;0,00;203,33;20,08;120,00;0,00;;;;;;;;;
220470;Inhuma;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,96;2,18;309,28;2,55;2,55;;86,04;-4,52;56,56;176.270,34;85,40;49,07;65,74;0,00;1,35;57,46;76,98;15,08;0,00;1,58;95,86;;4,14;108,07;4,02;740,41;733,57;1,02;991,83;1,02;97,70;0,27;48,41;95,77;1,01;92,96;0,00;99,14;52,46;91,47;0,00;57,35;16,85;9,66;8,92;11,83;130,19;0,87;10,71;70,24;29,76;42,65;18,82;238,43;;;;;;;;;;;;;;;;24,17;10,34;24,17;0,00;24,17;0,00;;;;;;;;;
220480;Ipiranga do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,44;2,66;373,19;2,53;2,53;;73,51;7,02;50,48;168.463,23;105,16;55,02;68,68;0,00;2,27;52,32;65,31;27,29;0,00;2,15;94,81;;5,19;156,38;2,50;691,21;689,81;1,16;862,75;1,16;74,49;0,44;60,79;98,68;1,00;95,39;0,00;88,18;34,14;69,18;0,00;49,35;20,10;9,92;7,78;11,71;97,76;0,96;16,28;58,28;41,72;50,65;15,26;335,32;;;;;;;;;;;;;;;;48,33;17,24;48,33;0,00;48,33;0,00;;;;;;;;;
220490;Isaías Coelho;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,04;3,15;471,67;2,80;2,80;;69,24;8,66;55,01;119.968,93;112,47;71,87;79,46;0,00;1,96;63,91;70,65;22,80;0,00;1,74;97,01;;2,99;299,30;2,21;360,02;359,57;2,52;398,00;2,52;68,05;0,43;22,41;98,79;1,00;92,96;0,00;90,75;33,36;71,09;0,00;46,92;22,93;10,76;8,43;12,48;152,17;0,90;9,15;54,44;45,56;53,08;34,25;400,62;;;;;;;;;;;;;;;;8,33;20,00;8,33;0,00;8,33;0,00;;;;;;;;;
220500;Itainópolis;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,98;2,14;311,22;2,77;2,77;;92,96;-5,22;60,30;141.122,65;77,30;54,39;64,87;0,00;0,68;70,36;83,92;8,03;0,00;0,88;93,72;;6,28;125,99;2,39;540,32;531,52;1,58;644,50;1,58;107,84;0,45;22,06;96,86;1,02;90,46;0,00;94,95;44,81;81,62;0,00;54,90;17,84;9,79;8,43;12,10;165,64;0,26;7,37;67,82;32,18;45,10;31,69;268,92;;;;;;;;;;;;;;;;8,33;40,00;8,33;0,00;8,33;20,00;;;;;;;;;
220510;Itaueira;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,81;1,93;283,38;2,64;2,64;;94,23;-2,80;41,21;237.187,38;73,03;26,13;43,73;0,00;0,92;35,78;59,88;31,22;0,00;1,26;93,16;;6,84;213,69;1,67;1.397,87;1.385,62;0,43;2.339,00;0,43;110,35;0,26;54,31;97,48;1,01;95,62;0,00;96,66;36,02;78,99;0,00;45,61;21,54;9,82;8,03;12,23;128,77;1,31;7,50;56,78;43,22;54,39;45,64;388,55;;;;;;;;;;;;;;;;46,67;46,43;35,00;0,00;46,67;7,14;;;;;;;;;
220515;Jacobina do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,46;3,66;494,68;2,50;2,50;;56,12;-4,51;57,13;187.694,88;146,25;69,75;101,81;0,00;0,68;47,70;69,62;21,92;4,24;0,46;94,45;;5,55;117,79;1,46;545,02;536,46;1,28;795,50;1,28;64,02;0,32;19,74;97,74;1,02;91,83;0,00;90,04;39,43;80,62;0,00;48,91;17,78;8,70;7,78;11,26;130,67;1,60;5,55;63,35;36,65;51,09;43,67;303,43;;;;;;;;;;;;;;;;23,33;28,57;23,33;0,00;23,33;32,14;;;;;;;;;
220520;Jaicós;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,94;3,10;425,08;2,35;2,35;;59,56;0,10;59,89;114.263,13;132,31;80,42;100,55;0,00;1,48;60,78;75,99;15,04;3,73;1,12;97,04;;2,96;168,06;7,50;353,72;351,66;2,27;442,25;2,27;65,08;0,43;37,68;79,87;1,01;95,52;0,00;98,03;56,16;85,79;0,00;65,46;14,50;9,11;7,97;11,41;102,70;0,86;11,27;81,97;18,03;34,54;9,96;158,99;;;;;;;;;;;;;;;;30,00;38,89;30,00;36,11;30,00;11,11;;;;;;;;;
220525;Jardim do Mulato;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;5,59;4,78;705,13;2,64;2,64;;47,28;12,34;76,15;120.730,78;180,97;143,28;161,05;0,00;2,40;79,18;88,99;6,73;0,00;1,33;97,50;;2,50;249,31;2,25;192,39;185,05;4,81;216,25;4,81;43,49;0,43;26,15;95,20;1,04;95,14;0,00;98,20;64,34;90,53;0,00;71,07;14,63;10,40;9,59;12,28;127,17;0,63;11,27;83,96;16,04;28,93;9,60;144,63;;;;;;;;;;;;;;;;116,67;2,86;116,67;0,00;116,67;0,00;;;;;;;;;
220530;Jerumenha;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;5,02;4,15;596,49;2,52;2,52;;50,22;-8,48;61,53;170.786,82;164,50;112,88;122,52;0,00;1,00;68,62;74,48;21,14;0,00;0,61;84,81;;15,19;254,98;2,17;384,42;381,19;2,42;417,25;2,42;65,90;0,44;56,08;99,72;1,01;96,23;0,00;83,02;24,61;58,07;0,00;42,38;22,24;9,43;6,59;11,98;105,64;1,07;12,37;53,85;46,15;57,62;25,22;424,85;;;;;;;;;;;;;;;;75,00;8,89;75,00;13,33;75,00;24,44;;;;;;;;;
220540;Joaquim Pires;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,59;2,85;407,98;2,45;2,45;;68,34;-0,64;64,66;123.067,12;116,13;64,55;94,62;0,00;0,94;55,59;81,48;8,77;4,29;0,81;96,59;;3,41;136,17;4,40;370,24;368,07;1,85;542,67;1,85;73,31;0,40;30,41;98,73;1,01;94,38;0,00;98,08;33,78;93,37;0,00;36,18;28,20;9,79;9,33;11,93;122,97;0,26;5,86;44,06;55,94;63,82;82,85;571,25;;;;;;;;;;;;;;;;79,17;0,00;79,17;2,11;79,17;3,16;;;;;;;;;
220550;José de Freitas;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,96;2,18;319,99;2,60;2,60;;87,91;-3,02;53,35;171.412,74;83,88;48,95;60,68;0,00;1,82;58,35;72,34;18,60;0,21;2,17;94,52;;5,48;172,61;8,68;740,48;721,18;1,12;918,00;1,12;98,68;0,39;57,08;98,00;1,03;93,20;23,76;97,91;39,50;85,52;0,00;46,19;21,74;10,04;8,85;12,22;99,97;0,58;6,15;56,19;43,81;53,81;50,05;394,91;;;;;;;;;;;;;;;;161,67;0,00;161,67;0,00;161,67;9,28;;;;;;;;;
220551;Juazeiro do Piauí;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;2,64;1,69;253,36;2,54;2,54;;96,25;-12,26;40,17;;66,60;0,68;41,73;0,00;0,75;1,02;62,66;27,26;0,00;1,12;92,21;;7,79;320,89;;;;;;;129,74;0,46;30,20;97,14;1,00;92,52;0,00;98,93;34,29;87,89;0,00;39,02;25,97;10,13;9,03;12,46;117,09;0,48;7,41;48,00;52,00;60,98;52,37;523,14;;;;;;;;;;;;;;;;98,33;0,00;98,33;3,39;98,33;11,86;;;;;;;;;
220552;Júlio Borges;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,32;3,53;518,62;2,19;2,19;;50,67;-16,15;28,44;;161,23;1,90;56,13;0,00;1,15;1,18;34,81;38,37;22,34;0,71;88,86;;11,14;493,46;;;;;;;68,98;0,44;29,39;97,58;1,03;92,12;0,00;36,96;22,88;30,91;0,00;74,01;15,34;11,35;9,48;12,24;133,39;2,47;9,51;79,80;20,20;25,99;10,40;134,62;;;;;;;;;;;;;;;;66,67;0,00;66,67;0,00;66,67;7,50;;;;;;;;;
220553;Jurema;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;5,33;4,54;604,62;2,51;2,51;;47,05;-9,94;66,48;226.188,73;181,06;88,49;141,30;0,00;3,13;48,87;78,04;17,17;0,00;1,73;95,53;;4,47;257,38;1,60;479,37;479,37;1,31;765,50;1,31;55,50;0,47;35,21;98,88;1,00;94,45;0,00;99,67;34,35;95,55;0,00;35,95;23,34;8,39;8,04;11,11;118,72;0,79;7,93;47,58;52,42;64,05;45,82;491,47;;;;;;;;;;;;;;;;15,56;0,00;10,56;0,00;17,78;0,00;;;;;;;;;
220555;Lagoa Alegre;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;4,34;3,56;510,14;2,32;2,32;;53,53;-9,70;66,55;150.914,99;153,31;100,23;124,31;0,00;1,21;65,38;81,09;14,50;0,00;0,79;95,50;;4,50;253,26;2,48;364,82;360,59;2,24;452,50;2,24;63,95;0,44;35,57;93,65;1,01;94,36;0,00;96,20;43,30;81,74;0,00;52,97;18,91;10,02;8,54;11,95;104,49;0,75;13,56;63,17;36,83;47,03;15,51;295,84;;;;;;;;;;;;;;;;123,33;2,70;123,33;0,00;123,33;2,70;;;;;;;;;
220560;Landri Sales;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,43;2,65;416,28;2,73;2,73;;79,65;3,47;57,82;131.817,62;97,17;66,15;72,59;0,00;2,13;68,07;74,70;17,54;0,00;2,19;96,58;;3,42;194,78;3,29;423,89;423,29;2,15;465,17;2,15;81,14;0,44;70,35;93,88;1,00;96,63;0,00;89,99;40,10;93,03;0,00;43,11;26,21;11,30;11,69;13,08;142,38;0,52;12,17;49,90;50,10;56,89;32,08;491,01;;;;;;;;;;;;;;;;51,67;6,45;51,67;0,00;51,67;12,90;;;;;;;;;
220570;Luís Correia;PI;2;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;Água;3,01;2,05;329,80;2,83;2,83;;94,18;-4,11;52,02;186.559,44;72,21;36,08;55,23;0,00;1,23;49,96;76,49;13,15;0,00;1,70;85,80;;14,20;387,63;6,89;739,57;697,91;0,94;1.132,22;0,94;119,45;0,31;43,96;98,76;1,06;93,25;0,00;92,98;31,50;67,30;0,00;46,81;24,29;11,37;8,31;13,43;147,69;0,48;3,48;55,28;44,72;53,19;90,49;450,19;;;;;;;;;;;;;;;;231,67;0,00;231,67;3,24;231,67;0,36;;;;;;;;;
